Perfil,Coord_X,Coord_Y,Lim_sup,Lim_inf,Da,CO_g
PN8-P002,558685,9717340,0,30,1.51,11.02
PN8-P003,551399,9753862,21,30,1.56,5.8
PN8-P004,551277,9751898,0,30,1.54,7.54
PN8-P005,530232,9757523,0,30,1.56,5.22
PN8-P006,529358,9758514,0,30,1.57,4.06
PN8-P007,526420,9758751,0,30,1.53,8.58
PN8-P008,546468,9746508,0,30,1.55,6.84
PN8-P010,527973,9746845,0,30,1.56,5.16
PN8-P011,525451,9749984,0,30,1.57,4.29
PN8-P013,528227,9778117,0,30,1.56,5.22
PN8-P014,529849,9779181,0,30,1.47,15.66
PN8-P015,562914,9777268,0,30,1.38,27.26
PN8-P016,554946,9779836,0,30,1.39,25.52
PN8-P017,547993,9793038,21,30,1.28,41.18
PN8-P018,547636,9793232,0,30,1.33,33.64
PN8-P019,544973,9789711,0,30,1.4,24.94
PN8-P020,534091,9765555,21,30,1.59,1.74
PN8-P021,535240,9766952,21,30,1.54,6.96
PN8-P022,535281,9804109,21,30,1.45,17.4
PN8-P023,535454,9804269,21,30,1.31,36.54
PN8-P024,534410,9805435,21,30,1.41,23.2
PN8-P026,773871,9807945,0,30,0.65,92.81
PN8-P027,772510,9807999,0,30,0.59,58.58
PN8-P028,771268,9810423,0,30,0.83,69.61
PN8-P030,769197,9810064,21,30,0.91,13.92
PN8-P031,767708,9810088,21,30,1.52,9.86
PN8-P032,763452,9821221,0,30,1.58,3.13
PN8-P033,763253,9820260,21,30,1.57,3.89
PN8-P034,751971,9834715,0,30,1.09,37.35
PN8-P035,750943,9836224,0,30,1.08,40.6
PN8-P036,751009,9833084,0,30,1.3,17.98
PN8-P037,770718,9835280,0,30,1.13,12.18
PN8-P038,769658,9833856,0,30,1.37,58
PN8-P039,769458,9831520,0,30,1.25,37.12
PN8-P040,758863,9824273,0,30,1.49,13.34
PN8-P041,760811,9822498,0,30,1.48,14.5
PN8-P042,762023,9819816,0,30,1.57,4.06
PN8-P044,576518,9960178,0,30,1.22,15.66
PN8-P045,572255,9959548,21,30,1.44,19.72
PN8-P046,572116,9960266,21,30,1.45,17.98
PN8-P047,564317,9954765,0,30,1.45,17.4
PN8-P048,565374,9955900,0,30,1.43,20.3
PN8-P049,562019,9956724,0,30,1.44,19.72
PN8-P050,574568,9954332,0,30,1.4,24.94
PN8-P051,576592,9955102,0,30,1.52,9.86
PN8-P052,572076,9953195,0,30,1.5,11.6
PN8-P053,566624,9948324,0,30,1.53,8.12
PN8-P054,568183,9953062,21,30,1.4,23.9
PN8-P055,577017,9933833,0,30,1.42,21.4
PN8-P056,583800,9945521,0,30,1.43,20.59
PN8-P057,563019,9939336,21,30,1.45,18.1
PN8-P058,571022,9930592,21,30,1.28,14.79
PN8-P059,572462,9941138,0,30,1.58,3.48
PN8-P060,572518,9941209,0,30,1.47,15.08
PN8-P062,573632,9938906,0,30,1.42,22.04
PN8-P063,572230,9934080,0,30,1.45,17.4
PN8-P064,566019,9936150,0,30,1.5,12.18
PN8-P066,545704,9809247,0,30,1.39,26.1
PN8-P067,547632,9803194,21,30,1.34,32.48
PN8-P068,549500,9828517,0,30,1.42,22.04
PN8-P069,543301,9827757,0,30,1.35,31.32
PN8-P070,551676,9829087,0,30,1.37,27.84
PN8-P071,553369,9828457,0,30,1.56,5.22
PN8-P072,541921,9837857,0,30,1.54,7.54
PN8-P073,544411,9838943,21,30,1.49,13.34
PN8-P074,546789,9834198,21,30,1.41,22.62
PN8-P075,550222,9843783,21,30,1.47,15.08
PN8-P076,552904,9847169,0,30,1.49,13.34
PN8-P077,553690,9848880,21,30,1.3,9.28
PN8-P079,530382,9857942,0,30,1.26,5.22
PN8-P080,531662,9856018,21,30,1.5,11.6
PN8-P081,555318,9861340,0,30,1.47,15.08
PN8-P082,553889,9857371,0,30,1.41,22.62
PN8-P083,550788,9856426,21,30,1.56,5.8
PN8-P084,537992,9866439,0,30,1.54,7.54
PN8-P086,540929,9863914,21,30,1.45,17.4
PN8-P087,753800,9769335,0,30,1.66,6.96
PN8-P088,752678,9770375,21,30,1.26,12.01
PN8-P089,753019,9769593,21,30,1.3,4.29
PN8-P090,752313,9775598,21,30,1.57,4.06
PN8-P091,753685,9776899,0,30,1.27,8.12
PN8-P092,752842,9777228,21,30,1.55,6.38
PN8-P093,761269,9791716,21,30,1.5,11.6
PN8-P094,761523,9791832,21,30,1.55,6.84
PN8-P095,762759,9792216,0,30,1.33,9.28
PN8-P096,756029,9787809,21,30,1.11,7.54
PN8-P097,754124,9790289,0,30,1.04,7.71
PN8-P098,754456,9790824,0,30,1.55,6.84
PN8-P099,751628,9791122,21,30,1.44,19.66
PN8-P100,752493,9790930,0,30,1.57,4.29
PN8-P101,752487,9791643,0,30,1.05,40.26
PN8-P102,753579,9800016,21,30,1.34,33.41
PN8-P103,753127,9799513,21,30,1.43,20.53
PN8-P104,751745,9799490,0,30,1.38,26.51
PN8-P105,723724,9801703,21,30,1.46,16.24
PN8-P106,723096,9803473,0,30,0.77,59.74
PN8-P107,748381,9808260,21,30,1.49,12.82
PN8-P108,748696,9808373,21,30,1.46,16.24
PN8-P109,747773,9809403,21,30,1.43,20.53
PN8-P110,748907,9811184,0,30,1.45,17.98
PN8-P120,771227,9974505,0,30,1.31,37.65
PN8-P121,769869,9973025,0,30,1.16,62.06
PN8-P122,769896,9972245,0,30,1,68.45
PN8-P123,760006,9976281,21,30,1.43,20.53
PN8-P125,763302,9973938,0,30,1.03,93.97
PN8-P126,765019,9974196,0,30,0.94,53.48
PN8-P127,768324,9974216,0,30,1.21,26.51
PN8-P129,769570,9973463,0,30,1.07,35.96
PN8-P131,767396,9975813,0,30,0.96,55.63
PN8-P132,747388,9975197,21,30,1.04,26.51
PN8-P133,750969,9974095,0,30,1.35,31.67
PN8-P136,775778,9961970,0,30,1.13,20.36
PN8-P137,774405,9962102,21,30,1.37,83.53
PN8-P138,758275,9973928,21,30,1,6.96
PN8-P139,760213,9972433,0,30,0.98,30.8
PN8-P140,762268,9968094,0,30,0.94,66.13
PN8-P141,764204,9968250,0,30,0.88,55.63
PN8-P142,764717,9967065,0,30,1.02,64.39
PN8-P143,759358,9967216,0,30,1.13,68.45
PN8-P144,764333,9970658,0,30,1.41,23.09
PN8-P145,764860,9970164,0,30,0.74,35.96
PN8-P146,767975,9968631,0,30,0.74,35.96
PN8-P147,768511,9960740,0,30,0.81,77.15
PN8-P148,772092,9960655,0,30,1.03,51.33
PN8-P149,770505,9961164,0,30,0.84,59.74
PN8-P150,767281,9963332,0,30,0.8,72.51
PN8-P151,770151,9965052,0,30,1.33,29.99
PN8-P152,769120,9966762,0,30,1.21,29.12
PN8-P153,772711,9977939,0,30,1.2,55.63
PN8-P154,720616,10024598,0,30,0.99,6.96
PN8-P155,720049,10024837,0,30,0.96,56.84
PN8-P156,719698,10020729,0,30,0.93,62.47
PN8-P157,707926,10016929,0,30,0.96,51.51
PN8-P158,710469,10016224,21,30,0.95,6.96
PN8-P160,722937,10015468,0,30,0.95,53.71
PN8-P161,719553,10017036,0,30,0.94,72.85
PN8-P162,693384,9593695,21,30,1.07,82.83
PN8-P163,696141,9593112,21,30,0.99,102.9
PN8-P164,684131,9578284,0,30,1.35,31.21
PN8-P165,684733,9571474,11,20,1.45,18.1
PN8-P166,699490,9564677,11,20,1.31,36.37
PN8-P167,699226,9563175,0,30,1.3,37.88
PN8-P168,689204,9529252,11,20,1.41,22.8
PN8-P169,689537,9529654,21,30,1.39,25.17
PN8-P170,700449,9548937,21,30,1,57.95
PN8-P171,700140,9549318,0,30,1.42,22.27
PN8-P172,700070,9550332,21,30,1.48,14.56
PN8-P173,704464,9512771,0,30,1.04,46
PN8-P174,703917,9514020,0,30,1.17,61.66
PN8-P175,684351,9569238,21,30,1.42,21.69
PN8-P177,696403,9561443,0,30,1.5,11.89
PN8-P178,697994,9563117,0,30,1.48,14.5
PN8-P179,685551,9827039,0,30,1.3,38.86
PN8-P180,686542,9825406,0,30,0.84,51.33
PN8-P182,679796,9822523,21,30,1.33,23.43
PN8-P183,681933,9825956,21,30,1.36,29.47
PN8-P184,674483,9823634,0,30,1.27,15.84
PN8-P185,673581,9825197,11,20,1.46,17.34
PN8-P186,677627,9839413,21,30,1.42,21.87
PN8-P187,674588,9840655,0,30,1.43,20.88
PN8-P188,672998,9844450,0,30,1.45,18.5
PN8-P189,683060,9841758,21,30,1.45,17.98
PN8-P190,683393,9848522,0,30,1.48,14.79
PN8-P191,683452,9854663,0,30,1.09,20.53
PN8-P192,674587,9847505,0,30,1.47,16.01
PN8-P193,675892,9854329,0,30,1.53,9.05
PN8-P194,676237,9867365,0,30,1.5,11.77
PN8-P195,676994,9865774,0,30,1.06,13.81
PN8-P196,732687,10025738,0,30,0.88,29.41
PN8-P197,733930,10025115,0,30,0.71,26.68
PN8-P198,768706,10036911,0,30,0.97,35.79
PN8-P199,769414,10032336,0,30,1.31,17.4
PN8-P200,801963,10082580,21,30,1.25,46.35
PN8-P201,803944,10082204,21,30,0.9,17.52
PN8-P202,815591,10058426,21,30,1.51,10.9
PN8-P203,815879,10058523,21,30,1.48,14.68
PN8-P204,817245,10058356,0,30,1.35,21.64
PN8-P205,795865,10027479,21,30,1.15,15.26
PN8-P206,799427,10025806,0,30,1.2,20.88
PN8-P207,803671,10025522,0,30,1.53,9.11
PN8-P208,825531,10036889,0,30,1.31,37.47
PN8-P209,824358,10037184,0,30,1.36,29.93
PN8-P210,822707,10042069,0,30,1.24,8.29
PN8-P211,805523,10031512,21,30,1.51,10.56
PN8-P212,806125,10030862,0,30,1.44,19.37
PN8-P213,805073,10029658,0,30,1.51,11.37
PN8-P214,801577,10043755,0,30,1.11,21.64
PN8-P215,803339,10042399,0,30,1.21,22.1
PN8-P216,654277,10000923,0,30,1.18,25.64
PN8-P217,652112,9997146,21,30,1.34,37.7
PN8-P218,653805,9997451,21,30,1.24,21.98
PN8-P219,613689,9976561,21,30,1.18,20.88
PN8-P220,611655,9972459,0,30,1.29,20.48
PN8-P221,591590,9935321,0,30,1.35,19.03
PN8-P222,591515,9934626,21,30,1.23,30.1
PN8-P223,594986,9927689,0,30,1.07,31.15
PN8-P224,597283,9913400,0,30,1.18,13.17
PN8-P251,613744,10016046,21,30,1.4,23.78
PN8-P266,702331,10117740,0,30,0.85,50.64
PN9-P001,531863,9749292,21,30,1.59,2.32
PN9-P004,568599,9755299,21,30,1.54,6.96
PN9-P005,544361,9745908,21,30,1.52,9.28
PN9-P006,545459,9746126,0,30,1.52,9.28
PN9-P008,550436,9748398,21,30,1.45,18.56
PN9-P009,549340,9744443,0,30,1.24,5.8
PN9-P010,567907,9718166,0,30,1.56,5.22
PN9-P012,526587,9781505,21,30,1.58,3.48
PN9-P013,538153,9797829,21,30,1.29,39.44
PN9-P014,537689,9798008,21,30,1.18,59.74
PN9-P015,544128,9778546,21,30,1.54,7.54
PN9-P016,546576,9778469,21,30,1.54,6.96
PN9-P017,542294,9777514,21,30,1.54,6.96
PN9-P018,536145,9760773,21,30,1.47,15.66
PN9-P019,536112,9760782,21,30,1.51,10.44
PN9-P021,537775,9798666,0,30,1.33,33.64
PN9-P022,537183,9798598,0,30,1.43,20.3
PN9-P023,533900,9764165,21,30,1.51,11.02
PN9-P024,588223,9549484,0,30,1.36,30.16
PN9-P025,588131,9550047,21,30,1.43,20.88
PN9-P026,597060,9542556,21,30,1.45,18.56
PN9-P027,596487,9542385,21,30,1.43,20.3
PN9-P028,595331,9548306,0,30,1.36,29.58
PN9-P029,594958,9546933,21,30,1.41,23.2
PN9-P030,595884,9552653,21,30,1.39,25.52
PN9-P031,595968,9553565,0,30,1.33,34.8
PN9-P032,594596,9551180,21,30,1.38,27.26
PN9-P033,602732,9549110,0,30,1.3,38.28
PN9-P034,602383,9548985,0,30,1.33,34.8
PN9-P035,598239,9546757,21,30,1.42,22.04
PN9-P037,625608,9903614,0,30,0.98,23.78
PN9-P038,624736,9903769,0,30,0.97,21.46
PN9-P039,613119,9875109,21,30,1.5,12.18
PN9-P040,613097,9876507,0,30,1.42,21.46
PN9-P041,611637,9878269,21,30,1.43,20.3
PN9-P042,614247,9882590,0,30,0.92,13.92
PN9-P043,618853,9882714,11,20,1.5,11.6
PN9-P044,618795,9882988,0,30,1.53,8.12
PN9-P045,628163,9885126,0,30,1.43,20.3
PN9-P046,629268,9885231,0,30,1.58,3.48
PN9-P047,653091,9873722,0,30,0.81,33.64
PN9-P048,653517,9873948,0,30,1.39,26.1
PN9-P049,653643,9874127,0,30,1.42,21.46
PN9-P050,660470,9863124,0,30,1.08,27.84
PN9-P051,664435,9861906,0,30,1.48,13.92
PN9-P052,666250,9867748,0,30,1.45,17.98
PN9-P053,668871,9874124,0,30,1.05,15.08
PN9-P054,667992,9874634,0,30,1.35,31.9
PN9-P055,572390,9962127,0,30,1.39,25.52
PN9-P057,571136,9959977,11,20,1.48,13.92
PN9-P058,568952,9963749,0,30,1.09,10.44
PN9-P059,563360,9956250,21,30,1.45,17.4
PN9-P060,564202,9955619,21,30,1.4,23.78
PN9-P061,556770,9956434,0,30,1.4,23.78
PN9-P062,556759,9956355,21,30,1.56,5.8
PN9-P063,556924,9956315,0,30,1.35,31.9
PN9-P064,578770,9939727,0,30,1.42,21.46
PN9-P065,576794,9939756,0,30,1.19,11.6
PN9-P066,572595,9945521,21,30,1.42,22.04
PN9-P067,574801,9940013,21,30,1.44,19.72
PN9-P068,568895,9930212,0,30,1.4,23.78
PN9-P069,562924,9942440,21,30,1.41,23.2
PN9-P070,559909,9950640,21,30,1.49,13.34
PN9-P071,560485,9950944,0,30,1.21,26.1
PN9-P072,572199,9879217,11,20,1.44,19.14
PN9-P073,571825,9879421,21,30,1.45,18.56
PN9-P074,570716,9879923,0,30,1.43,20.88
PN9-P075,604149,9905098,0,30,1.49,13.34
PN9-P076,601373,9906166,21,30,1.4,23.78
PN9-P077,600632,9905156,21,30,1.43,20.3
PN9-P078,597882,9906803,0,30,1.4,24.36
PN9-P080,555441,9877600,21,30,1.51,11.02
PN9-P081,554508,9879130,21,30,1.49,13.34
PN9-P082,559586,9891699,0,30,1.49,12.76
PN9-P083,558112,9893217,21,30,1.5,11.6
PN9-P085,587625,9884458,0,30,1.29,27.84
PN9-P086,587659,9884007,21,30,1.4,24.36
PN9-P087,587491,9883118,0,30,1.42,22.04
PN9-P088,603428,9884843,0,30,1.31,27.84
PN9-P089,603926,9882983,21,30,1.37,27.84
PN9-P090,726776,9645958,21,30,1.39,25.7
PN9-P091,728125,9648866,21,30,1.27,43.68
PN9-P092,725728,9648797,21,30,1.41,23.09
PN9-P093,731620,9643621,0,30,1.14,66.13
PN9-P094,731291,9644007,0,30,1.1,74.83
PN9-P095,730286,9645162,21,30,1.34,33.41
PN9-P096,730865,9654043,0,30,1.32,35.09
PN9-P097,731579,9653835,21,30,1.32,35.09
PN9-P098,730843,9653131,21,30,1.37,28.25
PN9-P099,730235,9652518,21,30,1.35,30.8
PN9-P100,732274,9656554,21,30,1.34,33.41
PN9-P101,733777,9655018,21,30,1.34,32.54
PN9-P103,743664,9651565,0,30,1.08,81.21
PN9-P104,743559,9651482,0,30,1.14,66.13
PN9-P105,743941,9654383,21,30,1.07,83.53
PN9-P106,747460,9657752,0,30,0.74,44.95
PN9-P107,747039,9658754,21,30,0.57,40.26
PN9-P108,740375,9669706,21,30,1.19,57.77
PN9-P109,736301,9659417,21,30,1.36,29.99
PN9-P110,737448,9659458,21,30,1.35,31.67
PN9-P111,738404,9660480,11,20,1.33,34.22
PN9-P112,737562,9665138,21,30,1.16,62.06
PN9-P113,738037,9667780,21,30,1.39,25.7
PN9-P115,792008,10008110,21,30,1.46,16.24
PN9-P116,792721,10007537,21,30,1.46,16.24
PN9-P117,821951,9987919,0,30,1.07,83.53
PN9-P118,820716,9986024,0,30,0.98,74.83
PN9-P119,820317,9988312,0,30,1.12,74.83
PN9-P120,823737,10017592,11,20,1.45,17.98
PN9-P121,823671,10016470,21,30,1.32,26.51
PN9-P122,822931,10014865,0,30,1.22,34.22
PN9-P123,821734,10006803,0,30,1.36,19.66
PN9-P124,803125,9993156,0,30,1.56,17.98
PN9-P126,804911,9996624,0,30,1.4,24.83
PN9-P127,794718,10005324,21,30,1.52,9.4
PN9-P128,796867,10006049,21,30,1.49,13.69
PN9-P129,799301,10005534,21,30,1.02,17.98
PN9-P130,791762,9997975,21,30,1.45,17.98
PN9-P131,790721,10001281,21,30,1.49,12.82
PN9-P132,792818,10001459,21,30,1.37,11.14
PN9-P133,822698,10005696,0,30,1.27,27.38
PN9-P134,821339,10008209,0,30,1.1,29.99
PN9-P135,824665,10002307,0,30,0.98,72.51
PN9-P136,811763,10012707,0,30,1.45,29.12
PN9-P138,812860,10011443,0,30,1.44,21.4
PN9-P139,822975,10003777,0,30,1.36,17.98
PN9-P141,750037,9991450,0,30,0.98,32.19
PN9-P142,748655,9993947,21,30,1.14,20.77
PN9-P143,748968,9993255,0,30,1.08,20.36
PN9-P144,733879,9994537,21,30,1.01,28.31
PN9-P145,730475,9994671,0,30,1.06,29.76
PN9-P146,726137,9996664,11,20,1.45,17.52
PN9-P147,714596,9995755,21,30,1.01,26.16
PN9-P148,712283,9995412,0,30,0.98,44.03
PN9-P149,712676,9996121,0,30,1.03,46.46
PN9-P150,583541,9554189,21,30,1.49,13.34
PN9-P151,587089,9554286,0,30,1.23,15.2
PN9-P152,587798,9554711,11,20,1.34,32.19
PN9-P154,601302,9568253,21,30,1.25,46.4
PN9-P155,610940,9560911,21,30,1.28,41.24
PN9-P156,613499,9560626,0,30,1.31,37.53
PN9-P157,618772,9571754,21,30,1.4,24.42
PN9-P158,620734,9571530,0,30,1.02,8.06
PN9-P159,633272,9559834,0,30,1.16,62.01
PN9-P160,637358,9559775,21,30,1.38,27.15
PN9-P161,644457,9539780,21,30,1.45,18.5
PN9-P162,645097,9542208,21,30,1.41,23.14
PN9-P163,646392,9543885,21,30,1.38,26.51
PN9-P164,646470,9543110,21,30,1.52,10.15
PN9-P165,648637,9565794,0,30,1.29,40.55
PN9-P166,648120,9565618,21,30,1.03,30.57
PN9-P168,653995,9554760,0,30,1.36,30.1
PN9-P169,652458,9553912,21,30,1.47,15.26
PN9-P170,674364,9741581,11,20,1.46,16.42
PN9-P171,673191,9738644,21,30,1.53,9.11
PN9-P172,674936,9755160,0,30,1.43,20.65
PN9-P173,677685,9751311,21,30,1.52,9.34
PN9-P174,677561,9750044,21,30,1.45,18.27
PN9-P175,692357,9756130,0,30,1.49,13.05
PN9-P176,705842,9757064,0,30,0.64,44.14
PN9-P177,706696,9758142,0,30,1.41,22.85
PN9-P178,695810,9740657,11,20,1.41,23.67
PN9-P179,692363,9741873,0,30,1.41,22.85
PN9-P180,700329,9746988,0,30,1.27,42.58
PN9-P181,690714,9744138,0,30,1.47,15.72
PN9-P182,693570,9749555,0,30,1.44,18.85
PN9-P183,694308,9747677,0,30,1.43,20.19
PN9-P184,694723,9746234,0,30,1.48,14.1
PN9-P185,704900,9759263,0,30,1.09,78.07
PN9-P186,697332,9762144,0,30,1.24,48.67
PN9-P187,758380,10025014,21,30,1.57,4.35
PN9-P188,763003,10026076,0,30,0.97,19.14
PN9-P189,764719,10024972,0,30,1.49,13.69
PN9-P190,781160,10040355,21,30,0.88,53.77
PN9-P191,781163,10041592,0,30,0.9,42.29
PN9-P192,793928,10086772,21,30,0.75,64.68
PN9-P193,791459,10088669,21,30,1.29,19.72
PN9-P194,789836,10091086,21,30,1.26,45.36
PN9-P195,817612,10068355,11,20,1.51,10.38
PN9-P197,819070,10063212,21,30,1.46,16.24
PN9-P198,791647,10030796,21,30,1.22,24.36
PN9-P199,789661,10028857,0,30,0.76,68.56
PN9-P200,791672,10028769,0,30,1.03,46.11
PN9-P201,827689,10047831,21,30,1.58,3.19
PN9-P202,828167,10048948,21,30,1.57,4.64
PN9-P203,828749,10050865,21,30,1.58,3.02
PN9-P204,824214,10022211,0,30,1.56,24.19
PN9-P205,821181,10022262,21,30,1.05,27.73
PN9-P206,819002,10022377,0,30,1.32,22.27
PN9-P207,818653,10042604,11,20,1.47,15.26
PN9-P208,816952,10038736,0,30,1.28,17.58
PN9-P209,814717,10037561,0,30,1.19,13.86
PN9-P210,630834,9985687,21,30,1.18,18.97
PN9-P211,634529,9986378,21,30,1.38,26.74
PN9-P213,606741,9961956,0,30,1.31,14.68
PN9-P214,602829,9955588,21,30,1.35,21.69
PN9-P215,624839,9935942,21,30,1.07,46.11
PN9-P218,588527,9924937,21,30,1.34,11.31
CG1-P041 ,628353,9602787,0,30,1.54,8.9
PN4-P235,753476,10127174,0,10,9.13,53
PN2-P208 ,850785,10076789,0,43,21.46,124.5
PN2-P210 ,852389,10077735,0,47,17.55,101.8
PN8-P256,734066,10122821,0,15,3.37,19.5
PN8-P256,734066,10122821,0,15,3.37,19.5
PN2-P265 ,776790,10097947,0,10,16.36,44.9
PN8-P254 ,775463,10098620,0,15,18.74,108.7
PN4-P240,736794,10101458,0,15,10.58,61.4
PN7-P251 ,717761,10033222,0,20,20.85,120.9
PN2-P266 ,767720,10112667,0,15,5.25,30.5
PN7-P254 ,695995,10051397,0,12,10.27,59.6
PN8-P227 ,713744,10036437,0,10,12.1,70.2
PN8-P225 ,723626,10031593,0,40,10.9,63.2
PN8-P226 ,706158,10038118,0,15,11.12,64.5
PN3-P099 ,866675,10068449,0,25,11.1,64.4
PN7-P250 ,722593,10030062,0,25,14.9,86.4
PN2-P213 ,871446,10072389,0,25,20.27,117.58
 PN3-P195 ,779002,10092564,0,20,17.26,100.1
 PN3-P197 ,755812,10131128,0,20,11.15,64.7
PN2-P205 ,848102,10069164,0,15,8.29,48.1
PN2-P264 ,770114,10098633,0,12,7.39,42.9
PN4-P237,747876,10124357,0,15,5.55,32.2
PN2-P233 ,696448,10051569,0,12,9.45,54.8
PN2-P204 ,846907,10070699,0,20,9.63,55.9
PN2-P230 ,704385,10050635,0,18,13.74,79.7
PN8-P230 ,691182,10056509,0,20,3.73,21.6
PN8-P233 ,676691,10011031,0,30,9.05,52.5
PN8-P229 ,704809,10050448,0,18,3.89,22.6
PN4-P207,688182,10055706,0,15,5.65,32.8
CG4-P162 ,549697,9894252,0,28,2.1,12.2
 PN3-P194 ,779286,10090105,0,20,8.98,52.1
PM1-P227,692171,10046778,0,8,9.63,55.9
PN4-P236,755857,10122631,0,15,5.8,33.6
PN4-P045,662531,9870121,0,12,9.22,53.5
PN4-P045,662531,9870121,0,12,9.22,53.5
CG4-P093 ,566539,9832186,0,13,4.6,26.7
CG5-P153 ,527298,9871981,0,52,2.1,12.2
PN5-P255,661507,10054782,0,15,4.76,27.6
PN2-P238 ,663964,10053554,0,20,4.67,27.1
PN8-P159 ,711608,10015162,0,20,10.15,58.9
CG5-P179 ,588804,9760689,0,20,3.5,20.3
PN2-P214 ,855082,10088986,0,60,13.91,80.7
PN4-P212,671908,10053522,0,18,4.37,25.3
CG4-P165 ,549351,9892639,0,10,3.4,19.7
CG4-P165,549351,9892639,0,10,3.4,19.7
PN5-P158,734033,10001223,0,15,2.6,15.1
PN2-P218 ,856227,10090376,0,35,12.5,72.5
PN2-P218,856227,10090376,0,35,12.5,72.5
PN2-P234 ,653435,10043071,0,12,4.9,28.4
PN9-P242,620255,10066190,10,70,0.11,0.6
CG5-P054 ,555826,9796104,0,42,2.7,15.7
CG5-P054,555826,9796104,0,42,2.7,15.7
PN5-P194,692699,9909442,0,13,6.48,37.6
PN7-P260 ,661421,10051390,0,18,5.03,29.2
PN3-P147 ,819581,10004476,0,15,3.1,18
PN3-P119 ,812031,10041404,0,35,1.77,10.3
PN5-P185,697145,9921889,0,22,4.66,27
PN8-P246 ,608528,9996813,0,10,5.49,31.8
CG4-P157 ,551360,9888765,0,26,1.3,7.5
CG4-P157,551360,9888765,0,26,1.3,7.5
PN4-P213,655460,10042875,0,20,4.75,27.6
PN5-P249,673560,10102644,0,24,2.4,13.9
CG4-P088 ,568089,9825750,0,10,3.7,21.5
CG4-P024 ,602507,9796812,0,12,1.38,8
CG6-P103 ,568303,9841201,0,30,2.7,15.7
CG4-P024,602507,9796812,0,12,1.38,8
CG4-P024,602507,9796812,0,12,1.38,8
PN4-P218,655345,10093654,0,25,3.71,21.5
PN7-P285 ,754182,10146362,0,15,1.94,11.3
CG4-P102 ,561146,9833989,0,19,6.9,40
PN2-P124 ,553290,9996082,0,15,5.61,32.5
CG4-P102,561146,9833989,0,19,6.9,40
CG5-P050 ,569365,9808994,0,32,4.7,27.3
PN7-P253 ,672497,10001621,0,55,2.68,15.5
PN7-P257 ,657934,10041605,0,12,2.65,15.4
PN8-P231 ,673345,10035873,0,18,6.19,30.1
CG5-P049 ,568551,9809889,0,34,3.8,22
PN8-P231,673345,10035873,0,18,5.19,30.1
PN4-P211,672048,10053808,0,18,3.7,21.5
PN7-P258 ,669683,10058952,0,22,5.52,32
CG5-P081 ,639528,9885398,0,15,4.9,28.4
PN4-P211,672048,10053808,0,18,3.7,21.5
CG5-P048 ,589705,9773301,0,20,4,23.2
PN2-P110 ,817817,10042809,0,20,2.5,14.5
PN2-P271 ,753317,10130832,0,20,2.79,16.2
PN4-P219,655879,10089253,0,25,2.9,16.8
PM1-P236,669152,10002065,0,20,3.64,21.1
PM1-P236,669152,10002065,0,20,3.64,21.1
PN2-P270 ,746489,10112399,0,15,3.51,20.4
PN3-P177 ,657563,10070509,0,25,3.36,19.5
PN4-P232,723746,10112233,0,20,1.94,11.3
PN5-P257,655939,10085149,0,35,3.57,20.7
PN5-P260,613329,10070170,0,12,4.47,25.9
CG4-P040 ,635359,9834510,0,14,3.2,18.6
CG4-P040,635359,9834510,0,14,3.2,18.6
PN2-P231 ,699929,10050982,0,20,11.21,65
PN7-P259 ,656246,10050555,0,12,5.76,33.4
PN8-P255 ,752658,10121212,0,10,7.24,42
CG1-P008,669936,9757914,0,20,2.5,14.5
CG4-P047 ,589141,9819710,0,20,2.3,13.3
CG1-P008,669936,9757914,0,20,2.5,14.5
PN2-P106,809941,10037674,0,20,2.2,12.8
PN2-P232 ,696454,10053094,0,12,9.39,54.5
PN5-P263,617937,10090192,0,5,4.92,28.5
PN7-P255 ,696379,10053416,0,16,6.02,34.9
CG4-P039 ,635870,9834065,0,20,3,17.4
PN8-P259 ,732165,10116965,0,18,3.57,20.7
CG3-P135,582671,9849470,0,7,6.2,36
CG3-P135,582671,9849470,0,7,6.2,36
PN8-P259,732165,10116965,0,18,3.57,20.7
PN7-P268 ,663634,10096132,0,20,2.93,17
CG5-P053 ,555062,9795914,0,30,5.9,34.2
PN4-P089,723927,9650488,0,26,6.64,38.5
PN2-P243 ,665801,10025429,0,10,4.42,25.6
PN2-P258 ,634799,10008713,0,15,4.54,26.3
PN2-P259 ,628148,10007230,0,10,1.29,7.5
PN2-P258,634799,10008713,0,15,4.54,26.3
CG5-P052 ,556175,9796497,0,25,3.2,18.6
CG5-P112 ,572584,9834057,0,10,1.6,9.3
CG5-P150 ,522169,9868429,0,25,0.7,4.1
PN2-P129,786994,9987083,0,19,0.3,1.7
PN2-P129,786994,9987083,0,19,0.3,1.7
PN2-P244 ,669516,10025381,0,12,1.57,9.1
PN2-P272 ,744861,10139341,0,15,1.65,9.6
PN8-P242 ,622692,10013505,0,10,10.05,58.3
PN4-P214,656353,10042524,0,20,3.96,23
PN7-P252 ,679959,10039468,0,18,5.22,30.3
PN2-P140 ,791459,9982229,0,22,3.4,16.7
CG5-P181 ,637545,9665281,0,10,2.2,12.8
PN2-P099,819371,10064918,0,18,1.3,7.5
PN9-P233,681429,10041165,25,60,1.8,10.4
PN7-P261 ,664883,10053686,0,12,6.08,35.3
PN7-P263 ,665484,10011558,0,22,3.12,18.1
PN7-P287 ,748653,10115521,0,15,6.3,36.5
